,wordID,target,oracion,meaningID,contextID,Contexto,combinationID,significado
20,5,peso,Al llegar a destino notaron que el peso había bajado fuertemente.,1,3,"El AK-47 es un fusil de asalto soviético. Fue el fusil oficial de la Unión Soviética en la década del 60. En diciembre de 2007, llegó a ser el arma de fuego de mayor producción de la historia, con cerca de 80 millones de unidades manufacturadas.",3105,"[('moneda', 67), ('dinero', 62), ('plata', 49), ('billete', 27), ('economía', 18), ('valor', 15), ('cambio', 7), ('dólar', 1)]"
21,5,peso,Al llegar a destino notaron que el peso había bajado fuertemente.,1,1,"A pesar de los esfuerzos para estabilizar a nuestro país, la pandemia de COVID-19 ha agravado la situación y ha llevado a una caída en la actividad y un aumento del desempleo y la pobreza.",1105,"[('moneda', 67), ('dinero', 62), ('plata', 49), ('billete', 27), ('economía', 18), ('valor', 15), ('cambio', 7), ('dólar', 1)]"
22,5,peso,Al llegar a destino notaron que el peso había bajado fuertemente.,2,3,"El AK-47 es un fusil de asalto soviético. Fue el fusil oficial de la Unión Soviética en la década del 60. En diciembre de 2007, llegó a ser el arma de fuego de mayor producción de la historia, con cerca de 80 millones de unidades manufacturadas.",3205,"[('balanza', 54), ('kilo', 52), ('pesado', 45), ('gramos', 29), ('medida', 28), ('masa', 20), ('gravedad', 5), ('newton', 1)]"
23,5,peso,Al llegar a destino notaron que el peso había bajado fuertemente.,2,2,"La microgravedad crea un ambiente de ingravidez donde los objetos flotan libremente, desafiando las leyes de la gravedad terrestre. Los astronautas experimentan una sensación única, moviéndose con gracia y libertad en un entorno que desafía nuestra comprensión de cómo funcionan las fuerzas en la Tierra.",2205,"[('balanza', 54), ('kilo', 52), ('pesado', 45), ('gramos', 29), ('medida', 28), ('masa', 20), ('gravedad', 5), ('newton', 1)]"
24,6,banco,A Lara le gustaba ese banco porque le traía buenos recuerdos.,1,3,"Mientras observaba detenidamente, pude ver cómo esa persona sujetaba la manzana con delicadeza. Con cada mordisco, se podía apreciar su satisfacción en cada expresión facial y el sonido crujiente que llenaba el aire. Cada bocado era un placer, una danza de sabores en su boca.",3106,"[('dinero', 43), ('cajero', 37), ('préstamo', 22), ('crédito', 19), ('cheque', 16), ('pesos', 10), ('dólar', 6), ('débito', 6)]"
25,6,banco,A Lara le gustaba ese banco porque le traía buenos recuerdos.,1,1,"El sistema financiero es un conjunto de instituciones, regulaciones y herramientas que permiten el intercambio de dinero y otros activos entre individuos, empresas y gobiernos. Su función es facilitar el flujo de capital.",1106,"[('dinero', 43), ('cajero', 37), ('préstamo', 22), ('crédito', 19), ('cheque', 16), ('pesos', 10), ('dólar', 6), ('débito', 6)]"
26,6,banco,A Lara le gustaba ese banco porque le traía buenos recuerdos.,2,3,"Mientras observaba detenidamente, pude ver cómo esa persona sujetaba la manzana con delicadeza. Con cada mordisco, se podía apreciar su satisfacción en cada expresión facial y el sonido crujiente que llenaba el aire. Cada bocado era un placer, una danza de sabores en su boca.",3206,"[('asiento', 75), ('silla', 55), ('sentarse', 55), ('plaza', 29), ('parque', 15), ('escritorio', 9), ('escuela', 7), ('exteriores', 4)]"
27,6,banco,A Lara le gustaba ese banco porque le traía buenos recuerdos.,2,2,"Una plaza es un espacio público al aire libre destinado al ocio, la recreación y el encuentro social. Pueden tener diferentes diseños, como jardines, estatuas, fuentes, etc. Son lugares donde las personas pueden relajarse, hacer ejercicio, jugar y disfrutar de la naturaleza. También son utilizadas para eventos culturales y políticos.",2206,"[('asiento', 75), ('silla', 55), ('sentarse', 55), ('plaza', 29), ('parque', 15), ('escritorio', 9), ('escuela', 7), ('exteriores', 4)]"
28,7,tarjeta,Miguel le dió la tarjeta en la mano a Elena.,1,3,"El cemento es un conglomerante formado a partir de una mezcla de caliza y arcilla calcinadas y posteriormente molidas, que tiene la propiedad de endurecerse después de ponerse en contacto con el agua. ",3107,"[('crédito', 61), ('dinero', 49), ('pago', 46), ('débito', 20), ('pesos', 12), ('préstamo', 11), ('dólar', 2), ('acciones', 0)]"
29,7,tarjeta,Miguel le dió la tarjeta en la mano a Elena.,1,1,"Los métodos de pago son las diversas opciones que se utilizan para realizar transacciones financieras. Existen varios tipos, y cada uno tiene sus ventajas y desventajas en términos de seguridad, rapidez, costos y comodidad. ",1107,"[('crédito', 61), ('dinero', 49), ('pago', 46), ('débito', 20), ('pesos', 12), ('préstamo', 11), ('dólar', 2), ('acciones', 0)]"
30,7,tarjeta,Miguel le dió la tarjeta en la mano a Elena.,2,3,"El cemento es un conglomerante formado a partir de una mezcla de caliza y arcilla calcinadas y posteriormente molidas, que tiene la propiedad de endurecerse después de ponerse en contacto con el agua. ",3207,"[('saludo', 40), ('carta', 40), ('felicitación', 37), ('regalo', 33), ('papel', 29), ('invitación', 13), ('información', 9), ('dirigida', 6)]"
31,7,tarjeta,Miguel le dió la tarjeta en la mano a Elena.,2,2,"El cumpleaños es la celebración anual del día en que una persona nació. Tradicionalmente, se celebra con amigos y familiares, regalos, pastel y decoraciones festivas. Es una oportunidad para reflexionar sobre el año que pasó y para expresar buenos deseos para el futuro.",2207,"[('saludo', 40), ('carta', 40), ('felicitación', 37), ('regalo', 33), ('papel', 29), ('invitación', 13), ('información', 9), ('dirigida', 6)]"
32,8,granada,Al caer al suelo la granada se abrió y dejó caer lo que había en su interior.,1,3,"El televisor, más coloquialmente tele​ o TV, es un aparato electrónico destinado a la recepción y reproducción de señales de televisión. Usualmente consta de una pantalla y mandos o controles. ",3108,"[('fruta', 64), ('rojo', 38), ('semillas', 35), ('tropical', 34), ('granadina', 26), ('dulce', 22), ('caribe', 4), ('mango', 2)]"
33,8,granada,Al caer al suelo la granada se abrió y dejó caer lo que había en su interior.,1,1,"Con ansias, probó ese jugoso y exótico producto. Sus sentidos se deleitaron con su sabor dulce y tropical. Una nueva experiencia gastronómica que lo transportó a tierras lejanas en cada bocado.",1108,"[('fruta', 64), ('rojo', 38), ('semillas', 35), ('tropical', 34), ('granadina', 26), ('dulce', 22), ('caribe', 4), ('mango', 2)]"
34,8,granada,Al caer al suelo la granada se abrió y dejó caer lo que había en su interior.,2,3,"El televisor, más coloquialmente tele​ o TV, es un aparato electrónico destinado a la recepción y reproducción de señales de televisión. Usualmente consta de una pantalla y mandos o controles. ",3208,"[('guerra', 52), ('armas', 48), ('armamento', 38), ('ataque', 28), ('militar', 27), ('destrucción', 26), ('violencia', 20), ('solados', 10)]"
35,8,granada,Al caer al suelo la granada se abrió y dejó caer lo que había en su interior.,2,2,"Las armas de guerra son diseñadas para causar daño y destrucción en conflictos militares. A pesar de que pueden ser utilizadas para proteger a un país, también pueden ser la causa de grandes tragedias y su uso debe ser cuidadosamente regulado.",2208,"[('guerra', 52), ('armas', 48), ('armamento', 38), ('ataque', 28), ('militar', 27), ('destrucción', 26), ('violencia', 20), ('solados', 10)]"
36,9,lima,Ana se acordó de comprar la lima de camino a su casa.,1,3,"Hamlet es una tragedia del dramaturgo inglés William Shakespeare.​ El año concreto en que fue escrita sigue aún en disputa, cuestión que se complica porque se han conservado a la época actual tres versiones tempranas de la misma.",3109,"[('cítrico', 54), ('fruta', 39), ('ácido', 35), ('limón', 30), ('caipirinha', 13), ('tragos', 11), ('limónero', 6), ('mandarina', 1)]"
37,9,lima,Ana se acordó de comprar la lima de camino a su casa.,1,1,"Refrescantes y nutritivos, los jugos exprimidos son una deliciosa manera de obtener vitaminas y minerales esenciales. Sus beneficios para la salud incluyen hidratación, aporte de antioxidantes y fortalecimiento del sistema inmunológico.",1109,"[('cítrico', 54), ('fruta', 39), ('ácido', 35), ('limón', 30), ('caipirinha', 13), ('tragos', 11), ('limónero', 6), ('mandarina', 1)]"
38,9,lima,Ana se acordó de comprar la lima de camino a su casa.,2,3,"Hamlet es una tragedia del dramaturgo inglés William Shakespeare.​ El año concreto en que fue escrita sigue aún en disputa, cuestión que se complica porque se han conservado a la época actual tres versiones tempranas de la misma.",3209,"[('herramienta', 81), ('limar', 73), ('lija', 48), ('metal', 41), ('taller', 23), ('técnico', 3), ('corte', 3), ('mecanico', 1)]"
39,9,lima,Ana se acordó de comprar la lima de camino a su casa.,2,2,"El carpintero, con su delantal lleno de aserrín, se esforzaba por completar su trabajo. Con martillo en mano y ojos enfocados en los detalles, no descansaría hasta que cada pieza encajara perfectamente en su lugar, orgulloso de su habilidad y dedicación.",2209,"[('herramienta', 81), ('limar', 73), ('lija', 48), ('metal', 41), ('taller', 23), ('técnico', 3), ('corte', 3), ('mecanico', 1)]"
40,10,mango,Carlos tuvo que ir a comprar un mango a último momento.,1,3,"Lionel Andrés Messi es un deportista argentino que juega como delantero o centrocampista. Jugador histórico del Barcelona, al que estuvo ligado veinte años, integra el plantel del PSG de Francia desde 2021. Es también internacional con la selección de Argentina, equipo del que es capitán.",3110,"[('fruta', 80), ('tropical', 70), ('jugoso', 36), ('pulpa', 27), ('caribe', 22), ('árbol', 6), ('semillas', 3), ('cáscara', 2)]"
41,10,mango,Carlos tuvo que ir a comprar un mango a último momento.,1,1,"La combinación de salsas dulces en preparaciones saladas agrega una explosión de sabores contrastantes y deliciosos. Las salsas dulces pueden realzar el sabor de carnes, verduras y otros platos salados, aportando dulzor que equilibra los sabores y añade un toque de originalidad a las comidas.",1110,"[('fruta', 80), ('tropical', 70), ('jugoso', 36), ('pulpa', 27), ('caribe', 22), ('árbol', 6), ('semillas', 3), ('cáscara', 2)]"
42,10,mango,Carlos tuvo que ir a comprar un mango a último momento.,2,3,"Lionel Andrés Messi es un deportista argentino que juega como delantero o centrocampista. Jugador histórico del Barcelona, al que estuvo ligado veinte años, integra el plantel del PSG de Francia desde 2021. Es también internacional con la selección de Argentina, equipo del que es capitán.",3210,"[('manija', 62), ('sartén', 50), ('herramientas', 43), ('madera', 39), ('martillo', 28), ('hacha', 16), ('taller', 8), ('lima', 0)]"
43,10,mango,Carlos tuvo que ir a comprar un mango a último momento.,2,2,"El cuchillo era una joya en manos de Nicolás. Con su filo cuidado y elegante empuñadura, contaba una historia de habilidad artesanal y pasión por el diseño. Era su compañero fiel en cada aventura culinaria, llenando su cocina de destreza y estilo.",2210,"[('manija', 62), ('sartén', 50), ('herramientas', 43), ('madera', 39), ('martillo', 28), ('hacha', 16), ('taller', 8), ('lima', 0)]"
44,11,copa,Inés agarró la copa mientras el resto la miraban felizmente.,1,3,"La facultad de presentar proyectos de ley corresponde a los diputados, senadores y al presidente de la Nación. La última reforma constitucional incorporó también la figura de iniciativa popular, que permite a los ciudadanos presentar proyectos de ley ante la Cámara de Diputados, siempre que cumplan con los requisitos que determina la ley. ",3111,"[('trofeo', 48), ('premio', 37), ('campeón', 34), ('triunfo', 29), ('ganador', 17), ('torneo', 12), ('campeonato', 10), ('oro', 8)]"
45,11,copa,Inés agarró la copa mientras el resto la miraban felizmente.,1,1,"Los campeones son aquellos que destacan en una competencia o actividad. Son personas que se esfuerzan, trabajan duro y tienen una mentalidad ganadora. Los campeones inspiran y motivan a otros a seguir sus pasos y a luchar por sus metas y sueños. ",1111,"[('trofeo', 48), ('premio', 37), ('campeón', 34), ('triunfo', 29), ('ganador', 17), ('torneo', 12), ('campeonato', 10), ('oro', 8)]"
46,11,copa,Inés agarró la copa mientras el resto la miraban felizmente.,2,3,"La facultad de presentar proyectos de ley corresponde a los diputados, senadores y al presidente de la Nación. La última reforma constitucional incorporó también la figura de iniciativa popular, que permite a los ciudadanos presentar proyectos de ley ante la Cámara de Diputados, siempre que cumplan con los requisitos que determina la ley. ",3211,"[('vaso', 61), ('bebida', 61), ('cristal', 57), ('vino', 33), ('fiesta', 21), ('champagne', 12), ('borracho', 2), ('alcohólico', 2)]"
47,11,copa,Inés agarró la copa mientras el resto la miraban felizmente.,2,2,"La vajilla es un conjunto de utensilios que se utilizan para comer y servir alimentos. Puede ser de diversos materiales como vidrio, cerámica, porcelana, acero inoxidable o plástico.",2211,"[('vaso', 61), ('bebida', 61), ('cristal', 57), ('vino', 33), ('fiesta', 21), ('champagne', 12), ('borracho', 2), ('alcohólico', 2)]"
48,12,arco,A medida que avanzaba iba viendo cómo el arco se hacía más grande.,1,3,"El cuartel de policía se erguía imponente en el centro de la ciudad, con sus altos muros de ladrillo y las ventanas vigilantes. Dentro, se palpaba la tensión en el aire mientras los agentes se preparaban para enfrentar la oscuridad y proteger a la comunidad.",3112,"[('arquero', 44), ('fútbol', 36), ('gol', 33), ('portería', 28), ('deporte', 27), ('red', 12), ('meta', 6), ('hockey', 3)]"
49,12,arco,A medida que avanzaba iba viendo cómo el arco se hacía más grande.,1,1,"Con el corazón en la boca, Irene observa con los ojos clavados en la pantalla la definición  de la final del Mundial. La tensión se corta con un grito de alegría cuando Argentina convierte y se lleva la victoria en un emocionante desenlace.",1112,"[('arquero', 44), ('fútbol', 36), ('gol', 33), ('portería', 28), ('deporte', 27), ('red', 12), ('meta', 6), ('hockey', 3)]"
50,12,arco,A medida que avanzaba iba viendo cómo el arco se hacía más grande.,2,3,"El cuartel de policía se erguía imponente en el centro de la ciudad, con sus altos muros de ladrillo y las ventanas vigilantes. Dentro, se palpaba la tensión en el aire mientras los agentes se preparaban para enfrentar la oscuridad y proteger a la comunidad.",3212,"[('abertura', 57), ('arquitectura', 54), ('construcción', 52), ('curva', 37), ('triunfo', 26), ('puerta', 20), ('abierto', 16), ('pared', 8)]"
51,12,arco,A medida que avanzaba iba viendo cómo el arco se hacía más grande.,2,2,"Al llegar a París, el viajero ansioso desplegó su mapa de la ciudad y trazó un itinerario para visitar los principales atractivos turísticos. Con emoción, comenzó su recorrido, cautivado por la belleza y la historia de la Ciudad Luz.",2212,"[('abertura', 57), ('arquitectura', 54), ('construcción', 52), ('curva', 37), ('triunfo', 26), ('puerta', 20), ('abierto', 16), ('pared', 8)]"
52,13,penal,Cuando a José le tocó el momento del penal se lo notaba nervioso.,1,3,"Una camiseta es una prenda de ropa de abrigo por lo general de mangas cortas, cuello redondo o en forma de ""V"". Existen diversos diseños, que varían algunas de sus características básicas",3113,"[('fútbol', 79), ('gol', 71), ('deporte', 65), ('punto', 20), ('corner', 10), ('barrera', 7), ('hockey', 0), ('handbol', 0)]"
53,13,penal,Cuando a José le tocó el momento del penal se lo notaba nervioso.,1,1,"Cuando un jugador le comete una infracción a otro esto puede resultar en una sanción con amarilla o roja. Las faltas más comunes son empujar, sujetar, cargar, golpear o patear a un jugador contrario. ",1113,"[('fútbol', 79), ('gol', 71), ('deporte', 65), ('punto', 20), ('corner', 10), ('barrera', 7), ('hockey', 0), ('handbol', 0)]"
54,13,penal,Cuando a José le tocó el momento del penal se lo notaba nervioso.,2,3,"Una camiseta es una prenda de ropa de abrigo por lo general de mangas cortas, cuello redondo o en forma de ""V"". Existen diversos diseños, que varían algunas de sus características básicas",3213,"[('cárcel', 55), ('prisión', 50), ('condena', 42), ('delito', 24), ('juicio', 20), ('abogados', 18), ('criminal', 16), ('crimen', 12)]"
55,13,penal,Cuando a José le tocó el momento del penal se lo notaba nervioso.,2,2,"Los juicios orales son dinámicos y cautivadores. Los abogados argumentan apasionadamente, mientras los jueces escuchan atentamente. El ambiente es tenso, con testimonios impactantes y la resolución inminente.",2213,"[('cárcel', 55), ('prisión', 50), ('condena', 42), ('delito', 24), ('juicio', 20), ('abogados', 18), ('criminal', 16), ('crimen', 12)]"
56,14,pico,Al ver el pico tan cerca le pareció más grande de lo que esperaba.,1,3,"La fotosíntesis es el proceso químico que se produce en las plantas, las algas y algunos tipos de bacterias cuando se exponen a la luz del sol.",3114,"[('cima', 58), ('montaña', 56), ('cumbre', 52), ('altura', 44), ('monte', 6), ('rocas', 3), ('piedras', 3), ('naturaleza', 3)]"
57,14,pico,Al ver el pico tan cerca le pareció más grande de lo que esperaba.,1,1,"La punta de una montaña es el punto más alto de una elevación natural del terreno. A menudo, alcanzar la cima de una montaña es un desafío para los alpinistas y excursionistas que buscan la sensación de logro y la impresionante vista panorámica desde la cima.",1114,"[('cima', 58), ('montaña', 56), ('cumbre', 52), ('altura', 44), ('monte', 6), ('rocas', 3), ('piedras', 3), ('naturaleza', 3)]"
58,14,pico,Al ver el pico tan cerca le pareció más grande de lo que esperaba.,2,3,"La fotosíntesis es el proceso químico que se produce en las plantas, las algas y algunos tipos de bacterias cuando se exponen a la luz del sol.",3214,"[('herramientas', 78), ('picar', 73), ('golpear', 58), ('martillo', 27), ('hacha', 8), ('pinza', 5), ('taller', 4), ('lima', 2)]"
59,14,pico,Al ver el pico tan cerca le pareció más grande de lo que esperaba.,2,2,"Los mineros a principios del siglo XX trabajaban en condiciones difíciles, enfrentando peligros como la falta de ventilación, la exposición a sustancias tóxicas y el riesgo de derrumbes.",2214,"[('herramientas', 78), ('picar', 73), ('golpear', 58), ('martillo', 27), ('hacha', 8), ('pinza', 5), ('taller', 4), ('lima', 2)]"
60,15,cabo,No había quedado nadie alrededor del cabo cuando cayó el atardecer.,1,3,"Las leyes de Newton, también conocidas como leyes del movimiento de Newton, ​ son tres principios a partir de los cuales se explican una gran parte de los problemas planteados en mecánica clásica.",3115,"[('costa', 46), ('mar', 36), ('playa', 26), ('bahía', 22), ('península', 17), ('golfo', 17), ('faro', 9), ('acantilado', 7)]"
61,15,cabo,No había quedado nadie alrededor del cabo cuando cayó el atardecer.,1,1,"Las formaciones geológicas en las costas marinas son variadas y fascinantes. Entre ellas, destacan los acantilados, las grutas y las playas. Estas formaciones son el resultado de la acción constante del mar y los elementos naturales a lo largo de millones de años.",1115,"[('costa', 46), ('mar', 36), ('playa', 26), ('bahía', 22), ('península', 17), ('golfo', 17), ('faro', 9), ('acantilado', 7)]"
62,15,cabo,No había quedado nadie alrededor del cabo cuando cayó el atardecer.,2,3,"Las leyes de Newton, también conocidas como leyes del movimiento de Newton, ​ son tres principios a partir de los cuales se explican una gran parte de los problemas planteados en mecánica clásica.",3215,"[('militar', 88), ('soldado', 69), ('tropa', 50), ('infantería', 34), ('sargento', 17), ('coronel', 14), ('teniente', 12), ('comandante', 10)]"
63,15,cabo,No había quedado nadie alrededor del cabo cuando cayó el atardecer.,2,2,"El sargento se presentó ante su superior, con voz firme y seria, para denunciar el hecho que había presenciado en su ronda. La tensión en la sala era palpable mientras explicaba los detalles de lo ocurrido, esperando una acción rápida y justa por parte de su jefe.",2215,"[('militar', 88), ('soldado', 69), ('tropa', 50), ('infantería', 34), ('sargento', 17), ('coronel', 14), ('teniente', 12), ('comandante', 10)]"
64,16,sierra,"Hacía mucho tiempo que tenía a esa sierra en mente, era su objetivo.",1,3,"El peroné es una estructura formada por tejido óseo, que tiene como características anatómicas ser prolongado y estrecho. Este hueso está ubicado entre la rodilla y el tobillo, y se conecta con la tibia y con el astrágalo para formar distintas articulaciones.",3116,"[('montaña', 46), ('monte', 40), ('naturaleza', 36), ('cumbre', 36), ('rocas', 23), ('cordillera', 20), ('cima', 10), ('nevada', 2)]"
65,16,sierra,"Hacía mucho tiempo que tenía a esa sierra en mente, era su objetivo.",1,1,"En geología, una elevación de terreno con una cresta angosta y larga es comúnmente encontrada en zonas montañosas. Esta forma geológica se caracteriza por su altura, pendiente empinada y cresta afilada, a menudo siendo resultado de procesos tectónicos.",1116,"[('montaña', 46), ('monte', 40), ('naturaleza', 36), ('cumbre', 36), ('rocas', 23), ('cordillera', 20), ('cima', 10), ('nevada', 2)]"
66,16,sierra,"Hacía mucho tiempo que tenía a esa sierra en mente, era su objetivo.",2,3,"El peroné es una estructura formada por tejido óseo, que tiene como características anatómicas ser prolongado y estrecho. Este hueso está ubicado entre la rodilla y el tobillo, y se conecta con la tibia y con el astrágalo para formar distintas articulaciones.",3216,"[('herramienta', 76), ('serrucho', 70), ('taller', 36), ('madera', 27), ('metal', 25), ('lija', 3), ('latón', 2), ('mecanico', 1)]"
