,wordID,meaningID,contextID,combinationID,target,significado,oracion,Contexto
23,5,2,2,2205,peso,"[('física', 1)]",Al llegar a destino notaron que el peso había bajado fuertemente.,"La microgravedad crea un ambiente de ingravidez donde los objetos flotan libremente, desafiando las leyes de la gravedad terrestre. Los astronautas experimentan una sensación única, moviéndose con gracia y libertad en un entorno que desafía nuestra comprensión de cómo funcionan las fuerzas en la Tierra."
24,6,1,3,3106,banco,"[('economía', 1)]",A Lara le gustaba ese banco porque le traía buenos recuerdos.,"Mientras observaba detenidamente, pude ver cómo esa persona sujetaba la manzana con delicadeza. Con cada mordisco, se podía apreciar su satisfacción en cada expresión facial y el sonido crujiente que llenaba el aire. Cada bocado era un placer, una danza de sabores en su boca."
25,6,1,1,1106,banco,"[('economía', 1)]",A Lara le gustaba ese banco porque le traía buenos recuerdos.,"El sistema financiero es un conjunto de instituciones, regulaciones y herramientas que permiten el intercambio de dinero y otros activos entre individuos, empresas y gobiernos. Su función es facilitar el flujo de capital."
26,6,2,3,3206,banco,"[('mobiliario', 1)]",A Lara le gustaba ese banco porque le traía buenos recuerdos.,"Mientras observaba detenidamente, pude ver cómo esa persona sujetaba la manzana con delicadeza. Con cada mordisco, se podía apreciar su satisfacción en cada expresión facial y el sonido crujiente que llenaba el aire. Cada bocado era un placer, una danza de sabores en su boca."
27,6,2,2,2206,banco,"[('mobiliario', 1)]",A Lara le gustaba ese banco porque le traía buenos recuerdos.,"Una plaza es un espacio público al aire libre destinado al ocio, la recreación y el encuentro social. Pueden tener diferentes diseños, como jardines, estatuas, fuentes, etc. Son lugares donde las personas pueden relajarse, hacer ejercicio, jugar y disfrutar de la naturaleza. También son utilizadas para eventos culturales y políticos."
28,7,1,3,3107,tarjeta,"[('economía', 1)]",Miguel le dió la tarjeta en la mano a Elena.,"El cemento es un conglomerante formado a partir de una mezcla de caliza y arcilla calcinadas y posteriormente molidas, que tiene la propiedad de endurecerse después de ponerse en contacto con el agua. "
29,7,1,1,1107,tarjeta,"[('economía', 1)]",Miguel le dió la tarjeta en la mano a Elena.,"Los métodos de pago son las diversas opciones que se utilizan para realizar transacciones financieras. Existen varios tipos, y cada uno tiene sus ventajas y desventajas en términos de seguridad, rapidez, costos y comodidad. "
30,7,2,3,3207,tarjeta,"[('festividades', 1)]",Miguel le dió la tarjeta en la mano a Elena.,"El cemento es un conglomerante formado a partir de una mezcla de caliza y arcilla calcinadas y posteriormente molidas, que tiene la propiedad de endurecerse después de ponerse en contacto con el agua. "
31,7,2,2,2207,tarjeta,"[('festividades', 1)]",Miguel le dió la tarjeta en la mano a Elena.,"El cumpleaños es la celebración anual del día en que una persona nació. Tradicionalmente, se celebra con amigos y familiares, regalos, pastel y decoraciones festivas. Es una oportunidad para reflexionar sobre el año que pasó y para expresar buenos deseos para el futuro."
32,8,1,3,3108,granada,"[('frutas', 1)]",Al caer al suelo la granada se abrió y dejó caer lo que había en su interior.,"El televisor, más coloquialmente tele​ o TV, es un aparato electrónico destinado a la recepción y reproducción de señales de televisión. Usualmente consta de una pantalla y mandos o controles. "
33,8,1,1,1108,granada,"[('frutas', 1)]",Al caer al suelo la granada se abrió y dejó caer lo que había en su interior.,"Con ansias, probó ese jugoso y exótico producto. Sus sentidos se deleitaron con su sabor dulce y tropical. Una nueva experiencia gastronómica que lo transportó a tierras lejanas en cada bocado."
34,8,2,3,3208,granada,"[('armamento', 1)]",Al caer al suelo la granada se abrió y dejó caer lo que había en su interior.,"El televisor, más coloquialmente tele​ o TV, es un aparato electrónico destinado a la recepción y reproducción de señales de televisión. Usualmente consta de una pantalla y mandos o controles. "
35,8,2,2,2208,granada,"[('armamento', 1)]",Al caer al suelo la granada se abrió y dejó caer lo que había en su interior.,"Las armas de guerra son diseñadas para causar daño y destrucción en conflictos militares. A pesar de que pueden ser utilizadas para proteger a un país, también pueden ser la causa de grandes tragedias y su uso debe ser cuidadosamente regulado."
36,9,1,3,3109,lima,"[('frutas', 1)]",Ana se acordó de comprar la lima de camino a su casa.,"Hamlet es una tragedia del dramaturgo inglés William Shakespeare.​ El año concreto en que fue escrita sigue aún en disputa, cuestión que se complica porque se han conservado a la época actual tres versiones tempranas de la misma."
37,9,1,1,1109,lima,"[('frutas', 1)]",Ana se acordó de comprar la lima de camino a su casa.,"Refrescantes y nutritivos, los jugos exprimidos son una deliciosa manera de obtener vitaminas y minerales esenciales. Sus beneficios para la salud incluyen hidratación, aporte de antioxidantes y fortalecimiento del sistema inmunológico."
38,9,2,3,3209,lima,"[('herramienta', 1)]",Ana se acordó de comprar la lima de camino a su casa.,"Hamlet es una tragedia del dramaturgo inglés William Shakespeare.​ El año concreto en que fue escrita sigue aún en disputa, cuestión que se complica porque se han conservado a la época actual tres versiones tempranas de la misma."
39,9,2,2,2209,lima,"[('herramienta', 1)]",Ana se acordó de comprar la lima de camino a su casa.,"El carpintero, con su delantal lleno de aserrín, se esforzaba por completar su trabajo. Con martillo en mano y ojos enfocados en los detalles, no descansaría hasta que cada pieza encajara perfectamente en su lugar, orgulloso de su habilidad y dedicación."
40,10,1,3,3110,mango,"[('frutas', 1)]",Carlos tuvo que ir a comprar un mango a último momento.,"Lionel Andrés Messi es un deportista argentino que juega como delantero o centrocampista. Jugador histórico del Barcelona, al que estuvo ligado veinte años, integra el plantel del PSG de Francia desde 2021. Es también internacional con la selección de Argentina, equipo del que es capitán."
41,10,1,1,1110,mango,"[('frutas', 1)]",Carlos tuvo que ir a comprar un mango a último momento.,"La combinación de salsas dulces en preparaciones saladas agrega una explosión de sabores contrastantes y deliciosos. Las salsas dulces pueden realzar el sabor de carnes, verduras y otros platos salados, aportando dulzor que equilibra los sabores y añade un toque de originalidad a las comidas."
42,10,2,3,3210,mango,"[('herramienta', 1)]",Carlos tuvo que ir a comprar un mango a último momento.,"Lionel Andrés Messi es un deportista argentino que juega como delantero o centrocampista. Jugador histórico del Barcelona, al que estuvo ligado veinte años, integra el plantel del PSG de Francia desde 2021. Es también internacional con la selección de Argentina, equipo del que es capitán."
43,10,2,2,2210,mango,"[('herramienta', 1)]",Carlos tuvo que ir a comprar un mango a último momento.,"El cuchillo era una joya en manos de Nicolás. Con su filo cuidado y elegante empuñadura, contaba una historia de habilidad artesanal y pasión por el diseño. Era su compañero fiel en cada aventura culinaria, llenando su cocina de destreza y estilo."
44,11,1,3,3111,copa,"[('fútbol', 1)]",Inés agarró la copa mientras el resto la miraban felizmente.,"La facultad de presentar proyectos de ley corresponde a los diputados, senadores y al presidente de la Nación. La última reforma constitucional incorporó también la figura de iniciativa popular, que permite a los ciudadanos presentar proyectos de ley ante la Cámara de Diputados, siempre que cumplan con los requisitos que determina la ley. "
45,11,1,1,1111,copa,"[('fútbol', 1)]",Inés agarró la copa mientras el resto la miraban felizmente.,"Los campeones son aquellos que destacan en una competencia o actividad. Son personas que se esfuerzan, trabajan duro y tienen una mentalidad ganadora. Los campeones inspiran y motivan a otros a seguir sus pasos y a luchar por sus metas y sueños. "
46,11,2,3,3211,copa,"[('cocina', 1)]",Inés agarró la copa mientras el resto la miraban felizmente.,"La facultad de presentar proyectos de ley corresponde a los diputados, senadores y al presidente de la Nación. La última reforma constitucional incorporó también la figura de iniciativa popular, que permite a los ciudadanos presentar proyectos de ley ante la Cámara de Diputados, siempre que cumplan con los requisitos que determina la ley. "
47,11,2,2,2211,copa,"[('cocina', 1)]",Inés agarró la copa mientras el resto la miraban felizmente.,"La vajilla es un conjunto de utensilios que se utilizan para comer y servir alimentos. Puede ser de diversos materiales como vidrio, cerámica, porcelana, acero inoxidable o plástico."
48,12,1,3,3112,arco,"[('fútbol', 1)]",A medida que avanzaba iba viendo cómo el arco se hacía más grande.,"El cuartel de policía se erguía imponente en el centro de la ciudad, con sus altos muros de ladrillo y las ventanas vigilantes. Dentro, se palpaba la tensión en el aire mientras los agentes se preparaban para enfrentar la oscuridad y proteger a la comunidad."
49,12,1,1,1112,arco,"[('fútbol', 1)]",A medida que avanzaba iba viendo cómo el arco se hacía más grande.,"Con el corazón en la boca, Irene observa con los ojos clavados en la pantalla la definición  de la final del Mundial. La tensión se corta con un grito de alegría cuando Argentina convierte y se lleva la victoria en un emocionante desenlace."
50,12,2,3,3212,arco,"[('arquitectura', 1)]",A medida que avanzaba iba viendo cómo el arco se hacía más grande.,"El cuartel de policía se erguía imponente en el centro de la ciudad, con sus altos muros de ladrillo y las ventanas vigilantes. Dentro, se palpaba la tensión en el aire mientras los agentes se preparaban para enfrentar la oscuridad y proteger a la comunidad."
51,12,2,2,2212,arco,"[('arquitectura', 1)]",A medida que avanzaba iba viendo cómo el arco se hacía más grande.,"Al llegar a París, el viajero ansioso desplegó su mapa de la ciudad y trazó un itinerario para visitar los principales atractivos turísticos. Con emoción, comenzó su recorrido, cautivado por la belleza y la historia de la Ciudad Luz."
52,13,1,3,3113,penal,"[('fútbol', 1)]",Cuando a José le tocó el momento del penal se lo notaba nervioso.,"Una camiseta es una prenda de ropa de abrigo por lo general de mangas cortas, cuello redondo o en forma de ""V"". Existen diversos diseños, que varían algunas de sus características básicas"
53,13,1,1,1113,penal,"[('fútbol', 1)]",Cuando a José le tocó el momento del penal se lo notaba nervioso.,"Cuando un jugador le comete una infracción a otro esto puede resultar en una sanción con amarilla o roja. Las faltas más comunes son empujar, sujetar, cargar, golpear o patear a un jugador contrario. "
54,13,2,3,3213,penal,"[('derecho', 1)]",Cuando a José le tocó el momento del penal se lo notaba nervioso.,"Una camiseta es una prenda de ropa de abrigo por lo general de mangas cortas, cuello redondo o en forma de ""V"". Existen diversos diseños, que varían algunas de sus características básicas"
55,13,2,2,2213,penal,"[('derecho', 1)]",Cuando a José le tocó el momento del penal se lo notaba nervioso.,"Los juicios orales son dinámicos y cautivadores. Los abogados argumentan apasionadamente, mientras los jueces escuchan atentamente. El ambiente es tenso, con testimonios impactantes y la resolución inminente."
56,14,1,3,3114,pico,"[('geografía', 1)]",Al ver el pico tan cerca le pareció más grande de lo que esperaba.,"La fotosíntesis es el proceso químico que se produce en las plantas, las algas y algunos tipos de bacterias cuando se exponen a la luz del sol."
57,14,1,1,1114,pico,"[('geografía', 1)]",Al ver el pico tan cerca le pareció más grande de lo que esperaba.,"La punta de una montaña es el punto más alto de una elevación natural del terreno. A menudo, alcanzar la cima de una montaña es un desafío para los alpinistas y excursionistas que buscan la sensación de logro y la impresionante vista panorámica desde la cima."
58,14,2,3,3214,pico,"[('herramienta', 1)]",Al ver el pico tan cerca le pareció más grande de lo que esperaba.,"La fotosíntesis es el proceso químico que se produce en las plantas, las algas y algunos tipos de bacterias cuando se exponen a la luz del sol."
59,14,2,2,2214,pico,"[('herramienta', 1)]",Al ver el pico tan cerca le pareció más grande de lo que esperaba.,"Los mineros a principios del siglo XX trabajaban en condiciones difíciles, enfrentando peligros como la falta de ventilación, la exposición a sustancias tóxicas y el riesgo de derrumbes."
60,15,1,3,3115,cabo,"[('geografía', 1)]",No había quedado nadie alrededor del cabo cuando cayó el atardecer.,"Las leyes de Newton, también conocidas como leyes del movimiento de Newton, ​ son tres principios a partir de los cuales se explican una gran parte de los problemas planteados en mecánica clásica."
61,15,1,1,1115,cabo,"[('geografía', 1)]",No había quedado nadie alrededor del cabo cuando cayó el atardecer.,"Las formaciones geológicas en las costas marinas son variadas y fascinantes. Entre ellas, destacan los acantilados, las grutas y las playas. Estas formaciones son el resultado de la acción constante del mar y los elementos naturales a lo largo de millones de años."
62,15,2,3,3215,cabo,"[('militar', 1)]",No había quedado nadie alrededor del cabo cuando cayó el atardecer.,"Las leyes de Newton, también conocidas como leyes del movimiento de Newton, ​ son tres principios a partir de los cuales se explican una gran parte de los problemas planteados en mecánica clásica."
63,15,2,2,2215,cabo,"[('militar', 1)]",No había quedado nadie alrededor del cabo cuando cayó el atardecer.,"El sargento se presentó ante su superior, con voz firme y seria, para denunciar el hecho que había presenciado en su ronda. La tensión en la sala era palpable mientras explicaba los detalles de lo ocurrido, esperando una acción rápida y justa por parte de su jefe."
64,16,1,3,3116,sierra,"[('geografía', 1)]","Hacía mucho tiempo que tenía a esa sierra en mente, era su objetivo.","El peroné es una estructura formada por tejido óseo, que tiene como características anatómicas ser prolongado y estrecho. Este hueso está ubicado entre la rodilla y el tobillo, y se conecta con la tibia y con el astrágalo para formar distintas articulaciones."
65,16,1,1,1116,sierra,"[('geografía', 1)]","Hacía mucho tiempo que tenía a esa sierra en mente, era su objetivo.","En geología, una elevación de terreno con una cresta angosta y larga es comúnmente encontrada en zonas montañosas. Esta forma geológica se caracteriza por su altura, pendiente empinada y cresta afilada, a menudo siendo resultado de procesos tectónicos."
66,16,2,3,3216,sierra,"[('herramienta', 1)]","Hacía mucho tiempo que tenía a esa sierra en mente, era su objetivo.","El peroné es una estructura formada por tejido óseo, que tiene como características anatómicas ser prolongado y estrecho. Este hueso está ubicado entre la rodilla y el tobillo, y se conecta con la tibia y con el astrágalo para formar distintas articulaciones."
67,16,2,2,2216,sierra,"[('herramienta', 1)]","Hacía mucho tiempo que tenía a esa sierra en mente, era su objetivo.","El olor a madera fresca impregnaba el aire en la carpintería recién inaugurada. El ruido de los martillos resonaba en el taller mientras los carpinteros daban vida a sus creaciones. La emoción era palpable en el ambiente, con la promesa de proyectos emocionantes y clientes satisfechos en el horizonte."
68,17,1,3,3117,cólera,"[('medicina', 1)]",El período de cólera tuvo graves consecuencias para Darío.,"El martillo es utilizado para golpear directamente o indirectamente​ una pieza, causando su desplazamiento. Su uso más común suele ser para clavar, calzar partes, o romper una pieza. "
69,17,1,1,1117,cólera,"[('medicina', 1)]",El período de cólera tuvo graves consecuencias para Darío.,"Existen diversas enfermedades causadas por bacterias que afectan al ser humano, como la neumonía, la tuberculosis, la meningitis y la salmonelosis, entre otras. Estas enfermedades pueden ser tratadas con antibióticos, pero es importante tomar medidas preventivas."
70,17,2,3,3217,cólera,"[('emociones', 1)]",El período de cólera tuvo graves consecuencias para Darío.,"El martillo es utilizado para golpear directamente o indirectamente​ una pieza, causando su desplazamiento. Su uso más común suele ser para clavar, calzar partes, o romper una pieza. "
71,17,2,2,2217,cólera,"[('emociones', 1)]",El período de cólera tuvo graves consecuencias para Darío.,"La pelea estalló en plena calle cuando el automovilista chocó al peatón. Empezaron a gritarse, gesticulando con furia mientras la gente se frenaba a mirarlos. La tensión se palpaba en el aire, hasta que finalmente llegó la mediación de la policía para calmar los ánimos."
72,18,1,3,3118,buzo,"[('indumentaria', 1)]",Victoria se descuidó un minuto y no vió cuando el buzo cayó al agua.,"La antigua tranquera de madera se alzaba imponente en el paisaje rural. Su superficie gastada por el tiempo contaba historias de innumerables entradas y salidas. Cerrada, guardaba celosamente el paso hacia un mundo de verdes prados y promesas de paz."
73,18,1,1,1118,buzo,"[('indumentaria', 1)]",Victoria se descuidó un minuto y no vió cuando el buzo cayó al agua.,Las prendas de abrigo son esenciales en bajas temperaturas. Hay muchas opciones de estilo y material para adaptarse a diferentes actividades y gustos personales.
74,18,2,3,3218,buzo,"[('deporte', 1)]",Victoria se descuidó un minuto y no vió cuando el buzo cayó al agua.,"La antigua tranquera de madera se alzaba imponente en el paisaje rural. Su superficie gastada por el tiempo contaba historias de innumerables entradas y salidas. Cerrada, guardaba celosamente el paso hacia un mundo de verdes prados y promesas de paz."
75,18,2,2,2218,buzo,"[('deporte', 1)]",Victoria se descuidó un minuto y no vió cuando el buzo cayó al agua.,"La brisa marina acariciaba su rostro mientras se sumergía en las aguas cristalinas. Descubrió un mundo de colores y vida submarina, una experiencia fascinante que lo dejó maravillado."
76,19,1,3,3119,sostén,"[('indumentaria', 1)]",Era el único sostén que tenía Laura.,"Los tranvías circulan sobre rieles y por la superficie en áreas urbanas, en las propias calles, a menudo sin separación del resto de la circulación, sin vía ni senda o sector reservado."
77,19,1,1,1119,sostén,"[('indumentaria', 1)]",Era el único sostén que tenía Laura.,La ropa interior femenina es una prenda íntima que se usa debajo de la ropa exterior. Suele estar diseñada para ajustarse al cuerpo femenino y proporcionar comodidad y soporte.
78,19,2,3,3219,sostén,"[('familia', 1)]",Era el único sostén que tenía Laura.,"Los tranvías circulan sobre rieles y por la superficie en áreas urbanas, en las propias calles, a menudo sin separación del resto de la circulación, sin vía ni senda o sector reservado."
79,19,2,2,2219,sostén,"[('familia', 1)]",Era el único sostén que tenía Laura.,"La presencia de un sistema de apoyo puede ayudar a aliviar el estrés, mejorar la autoestima y aumentar la resiliencia en momentos difíciles. Un ambiente de comprensión también puede fomentar la comunicación y las relaciones saludables."
80,20,1,3,3120,taco,"[('indumentaria', 1)]",Lucía supo que todo había terminado cuando el taco tocó el suelo.,El voltaje​ es una magnitud que cuantifica la diferencia de potencial eléctrico entre dos puntos. Éste es independiente del camino recorrido por la carga y depende exclusivamente del potencial eléctrico de dichos puntos
81,20,1,1,1120,taco,"[('indumentaria', 1)]",Lucía supo que todo había terminado cuando el taco tocó el suelo.,"El calzado femenino abarca una amplia variedad de estilos. La elección del calzado puede depender de factores como la ocasión, la comodidad y el estilo personal. La elección del calzado adecuado es importante para la salud del pie y la postura del cuerpo."
82,20,2,3,3220,taco,"[('comida', 1)]",Lucía supo que todo había terminado cuando el taco tocó el suelo.,El voltaje​ es una magnitud que cuantifica la diferencia de potencial eléctrico entre dos puntos. Éste es independiente del camino recorrido por la carga y depende exclusivamente del potencial eléctrico de dichos puntos
83,20,2,2,2220,taco,"[('comida', 1)]",Lucía supo que todo había terminado cuando el taco tocó el suelo.,"El guacamole cautiva los sentidos con su explosión de sabores y colores. Su base es de palta, que se mezcla con tomate fresco, cebolla y cilantro. Es un deleite para el paladar, perfecto para acompañar los típicos platos mexicanos."
84,21,1,3,3121,pluma,"[('librería', 1)]","Mientras Héctor la miraba fijamente, la pluma cayó al suelo.","Un hijo o una hija es el descendiente directo de una persona. Los hijos pueden ser biológicos o fruto de la adopción. Si hay más de un hijo, se denominan hermanos entre ellos."
85,21,1,1,1121,pluma,"[('librería', 1)]","Mientras Héctor la miraba fijamente, la pluma cayó al suelo.","La madre entró con una sonrisa en el rostro al local, emocionada por preparar a su hijo para el nuevo año escolar. Se tomó su tiempo eligiendo lápices, cuadernos y crayones, imaginando la emoción de su hijo al recibirlos."
86,21,2,3,3221,pluma,"[('animales', 1)]","Mientras Héctor la miraba fijamente, la pluma cayó al suelo.","Un hijo o una hija es el descendiente directo de una persona. Los hijos pueden ser biológicos o fruto de la adopción. Si hay más de un hijo, se denominan hermanos entre ellos."
87,21,2,2,2221,pluma,"[('animales', 1)]","Mientras Héctor la miraba fijamente, la pluma cayó al suelo.","Las aves se caracterizan por tener alas. Son ovíparos, es decir, que ponen huevos para reproducirse. Además, son capaces de realizar vuelos y muchas especies migran grandes distancias en busca de alimento y clima adecuado."
88,23,1,3,3123,regla,"[('librería', 1)]",Clara estaba segura de que su regla no estaba rota.,Los deltas se forman en la desembocadura de un río en un lago o en el mar a través de los sedimentos que deposita la corriente. Estos están compuestos por un cúmulo de brazos fluviales formados por los sedimentos que transporta el propio río.
89,23,1,1,1123,regla,"[('librería', 1)]",Clara estaba segura de que su regla no estaba rota.,"En una clase de geometría, los útiles escolares son herramientas esenciales para el aprendizaje y práctica de los conceptos geométricos. Estos útiles permiten a los estudiantes medir, dibujar y construir figuras geométricas con precisión."
90,23,2,3,3223,regla,"[('derecho', 1)]",Clara estaba segura de que su regla no estaba rota.,Los deltas se forman en la desembocadura de un río en un lago o en el mar a través de los sedimentos que deposita la corriente. Estos están compuestos por un cúmulo de brazos fluviales formados por los sedimentos que transporta el propio río.
91,23,2,2,2223,regla,"[('derecho', 1)]",Clara estaba segura de que su regla no estaba rota.,"Las leyes y disposiciones de una jurisdicción son regulaciones que rigen la conducta y actividades dentro de un territorio.  Las leyes pueden establecer las obligaciones de los ciudadanos, así como las consecuencias legales por su incumplimiento. "
92,24,1,3,3124,goma,"[('librería', 1)]",La superficie había quedado marcada por la goma elegida.,"La mesa es un mueble compuesto de un tablero horizontal liso y sostenido a la altura conveniente, generalmente por una o varias patas, para diferentes usos. ​ Puede ser cuadrada, redonda o rectangular etc."
93,24,1,1,1124,goma,"[('librería', 1)]",La superficie había quedado marcada por la goma elegida.,"En el momento en que descubrió su error en sus apuntes intentó corregirlo. Rápidamente tomó su lápiz, borró el error y anotó la corrección al margen. "
94,24,2,3,3224,goma,"[('mecánica', 1)]",La superficie había quedado marcada por la goma elegida.,"La mesa es un mueble compuesto de un tablero horizontal liso y sostenido a la altura conveniente, generalmente por una o varias patas, para diferentes usos. ​ Puede ser cuadrada, redonda o rectangular etc."
95,24,2,2,2224,goma,"[('mecánica', 1)]",La superficie había quedado marcada por la goma elegida.,"Las carreras de autos requieren una meticulosa ingeniería en los talleres mecánicos para las paradas técnicas. Los equipos utilizan estrategias precisas y herramientas especializadas para realizar cambios rápidos de neumáticos, reabastecer combustible y hacer ajustes técnicos en los vehículos."
96,25,1,3,3125,raíz,"[('matemática', 1)]",A pesar de todo no era posible encontrar la raíz que estaban buscando.,"El perro, de pelaje dorado y ojos vivaces, corría libre por el parque. Su cola se movía con entusiasmo mientras jugaba con una pelota. Alegre y leal, alegraba los corazones de quienes se cruzaban con su mirada amigable y su ladrido contagioso."
97,25,1,1,1125,raíz,"[('matemática', 1)]",A pesar de todo no era posible encontrar la raíz que estaban buscando.,"La potenciación es una operación que implica elevar un número a una potencia o exponente. Es una herramienta fundamental utilizada para representar el crecimiento o decrecimiento exponencial, calcular áreas o volúmenes, y resolver ecuaciones algebraicas."
