wordID,target,meaningID,answers
11,Copa,1,"[('Trofeo', 48), ('Premio', 37), ('Campeón', 34), ('Triunfo', 29), ('Ganador', 17), ('Torneo', 12), ('Campeonato', 10), ('Oro', 8)]"
11,Copa,2,"[('Vaso', 61), ('Bebida', 61), ('Cristal', 57), ('Vino', 33), ('Fiesta', 21), ('Champagne', 12), ('Borracho', 2), ('Alcohólico', 2)]"
12,Arco,1,"[('Arquero', 44), ('Fútbol', 36), ('Gol', 33), ('Portería', 28), ('Deporte', 27), ('Red', 12), ('Meta', 6), ('Hockey', 3)]"
12,Arco,2,"[('Abertura', 57), ('Arquitectura', 54), ('Construcción', 52), ('Curva', 37), ('Triunfo', 26), ('Puerta', 20), ('Abierto', 16), ('Pared', 8)]"
13,Penal,1,"[('Fútbol', 79), ('Gol', 71), ('Deporte', 65), ('Punto', 20), ('Corner', 10), ('Barrera', 7), ('Hockey', 0), ('Handbol', 0)]"
13,Penal,2,"[('Cárcel', 55), ('Prisión', 50), ('Condena', 42), ('Delito', 24), ('Juicio', 20), ('Abogados', 18), ('Criminal', 16), ('Crimen', 12)]"
14,Pico,1,"[('Cima', 58), ('Montaña', 56), ('Cumbre', 52), ('Altura', 44), ('Monte', 6), ('Rocas', 3), ('Piedras', 3), ('Naturaleza', 3)]"
14,Pico,2,"[('Herramientas', 78), ('Picar', 73), ('Golpear', 58), ('Martillo', 27), ('Hacha', 8), ('Pinza', 5), ('Taller', 4), ('Lima', 2)]"
15,Cabo,1,"[('Costa', 46), ('Mar', 36), ('Playa', 26), ('Bahía', 22), ('Península', 17), ('Golfo', 17), ('Faro', 9), ('Acantilado', 7)]"
15,Cabo,2,"[('Militar', 88), ('Soldado', 69), ('Tropa', 50), ('Infantería', 34), ('Sargento', 17), ('Coronel', 14), ('Teniente', 12), ('Comandante', 10)]"
16,Sierra,1,"[('Montaña', 46), ('Monte', 40), ('Naturaleza', 36), ('Cumbre', 36), ('Rocas', 23), ('Cordillera', 20), ('Cima', 10), ('Nevada', 2)]"
16,Sierra,2,"[('Herramienta', 76), ('Serrucho', 70), ('Taller', 36), ('Madera', 27), ('Metal', 25), ('Lija', 3), ('Latón', 2), ('Mecanico', 1)]"
17,Cólera,1,"[('Enfermedad', 65), ('Infección', 38), ('Bacteria', 34), ('Virus', 29), ('Medicina', 28), ('Diarrea', 27), ('Heces', 7), ('Fallo', 6)]"
17,Cólera,2,"[('Enojo', 50), ('Ira', 46), ('Rabia', 42), ('Furia', 40), ('Enfado', 28), ('Frustración', 16), ('Emoción', 15), ('Ataque', 3)]"
18,Buzo,1,"[('Abrigo', 61), ('Prenda', 46), ('Ropa', 43), ('Canguro', 20), ('Sweater', 14), ('Capucha', 13), ('Campera', 11), ('Cardigan', 8)]"
18,Buzo,2,"[('Buceo', 69), ('Profundidad', 53), ('Agua', 34), ('Mar', 23), ('Oxígeno', 22), ('Submarino', 18), ('Marino', 7), ('Barco', 2)]"
19,Sostén,1,"[('Lencería', 58), ('Sujetador', 56), ('Pecho', 36), ('Prenda', 33), ('Intimo', 32), ('Ropa', 25), ('Calzon', 0), ('Broche', 0)]"
19,Sostén,2,"[('Apoyo', 66), ('Ayuda', 59), ('Familia', 44), ('Emociónes', 17), ('Psicólogo', 15), ('Bienestar', 14), ('Felicidad', 4), ('Tristeza', 0)]"
20,Taco,1,"[('Calzado', 75), ('Tacón', 64), ('Pie', 40), ('Bota', 29), ('Altura', 14), ('Prenda', 9), ('Ropa', 5), ('Dolor', 4)]"
20,Taco,2,"[('México', 77), ('Comida', 75), ('Burrito', 43), ('Guacamole', 31), ('Picante', 26), ('Carne', 21), ('Pollo', 10), ('Verdura', 2)]"
21,Pluma,1,"[('Tinta', 50), ('Lapicera', 49), ('Escritura', 45), ('Bolígrafo', 45), ('Caligrafía', 23), ('Firma', 9), ('Palabras', 4), ('Documentos', 0)]"
21,Pluma,2,"[('Pájaro', 69), ('Ave', 64), ('Paloma', 48), ('Pelaje', 27), ('Ligero', 11), ('Piel', 5), ('Blanco', 3), ('Calor', 1)]"
22,Hoja,1,"[('Escritura', 58), ('Blanco', 43), ('Documento', 34), ('Palabras', 28), ('Bolígrafo', 19), ('Tinta', 3), ('Firma', 2), ('Caligrafía', 2)]"
22,Hoja,2,"[('Planta', 75), ('Árbol', 72), ('Otoño', 51), ('Verde', 33), ('Flores', 20), ('Fotosíntesis', 10), ('Clorofila', 8), ('Verdura', 1)]"
23,Regla,1,"[('Recta', 53), ('Medición', 39), ('Herramienta', 36), ('Trazo', 30), ('Medida', 30), ('Centímetro', 27), ('Escuadra', 25), ('Dibujo', 15)]"
23,Regla,2,"[('Norma', 77), ('Ley', 54), ('Convivencia', 37), ('Deber', 30), ('Contrato', 24), ('Obligación', 22), ('Estricto', 5), ('Pasos', 0)]"
24,Goma,1,"[('Borrado', 69), ('Lápiz', 60), ('Papel', 38), ('Escritura', 27), ('Dibujo', 17), ('Limpio', 14), ('Blanco', 10), ('Tinta', 5)]"
24,Goma,2,"[('Llanta', 79), ('Caucho', 60), ('Auto', 42), ('Coche', 28), ('Vehículo', 22), ('Taller', 17), ('Mecánico', 15), ('Camión', 1)]"
25,Raíz,1,"[('Matemática', 51), ('Cálculo', 38), ('Potencia', 24), ('Números', 19), ('Cuenta', 19), ('División', 10), ('Ecuación', 7), ('Multiplicación', 6)]"
25,Raíz,2,"[('Plantas', 67), ('Árboles', 60), ('Naturaleza', 42), ('Tallo', 37), ('Vegetales', 15), ('Clorofila', 10), ('Verduras', 4), ('Frutas', 2)]"
26,Cuarto,1,"[('Fracción', 60), ('Porción', 57), ('Parte', 57), ('Cuatro', 14), ('Medida', 9), ('Número', 4), ('Cálculo', 3), ('Denominador', 0)]"
26,Cuarto,2,"[('Habitación', 73), ('Dormitorio', 70), ('Pieza', 58), ('Espacio', 16), ('Cama', 12), ('Casa', 5), ('Lugar', 3), ('Alojamiento', 3)]"
27,Medio,1,"[('Porción', 85), ('Parte', 78), ('Fracción', 74), ('Medida', 33), ('Cálculo', 6), ('Número', 2), ('Cuatro', 1), ('Denominador', 0)]"
27,Medio,2,"[('Posición', 69), ('Centro', 62), ('Lugar', 55), ('Simétrico', 17), ('Adelante', 12), ('Atrás', 1), ('Izquierda', 0), ('Derecha', 0)]"
28,Cuenta,1,"[('Cálculo', 64), ('Matemática', 52), ('Resultado', 29), ('Ecuación', 24), ('Número', 22), ('Suma', 17), ('Resta', 11), ('Escuela', 6)]"
28,Cuenta,2,"[('Bancario', 70), ('Dinero', 69), ('Sueldo', 60), ('Ahorro', 22), ('Balance', 12), ('Valor', 6), ('Crédito', 6), ('Compras', 1)]"
29,Nota,1,"[('Música', 63), ('Sonido', 47), ('Instrumento', 43), ('Fa', 28), ('Do', 26), ('Conservatorio', 9), ('Piano', 7), ('Guitarra', 5)]"
29,Nota,2,"[('Calificación', 63), ('Examen', 54), ('Calificaciones', 42), ('Sobresaliente', 22), ('Boletín', 21), ('Educación', 15), ('Escuela', 8), ('Apunte', 0)]"
30,Órgano,1,"[('Instrumento', 64), ('Piano', 48), ('Música', 47), ('Teclado', 44), ('Iglesia', 12), ('Canción', 10), ('Partitura', 7), ('Cuerdas', 5)]"
30,Órgano,2,"[('Cuerpo', 53), ('Cirujano', 40), ('Corazón', 39), ('Hígado', 38), ('Vida', 33), ('Humano', 29), ('Cerebro', 17), ('Víscera', 15)]"
31,Batería,1,"[('Baterista', 53), ('Platillos', 41), ('Música', 36), ('Tambor', 24), ('Ritmo', 20), ('Baqueta', 12), ('Rock', 10), ('Jazz', 2)]"
31,Batería,2,"[('Energía', 83), ('Cargador', 67), ('Pila', 54), ('Electricidad', 38), ('Recargable', 29), ('Celular', 25), ('Corriente', 21), ('Laptop', 1)]"
32,Izquierda,1,"[('Ideología', 59), ('Política', 54), ('Socialismo', 53), ('Comunismo', 48), ('Revolución', 14), ('Cuba', 13), ('Igualdad', 9), ('Rojo', 5)]"
32,Izquierda,2,"[('Lado', 71), ('Posición', 50), ('Ubicación', 32), ('Derecha', 27), ('Orientación', 24), ('Indicación', 17), ('Direccion', 16), ('Lugar', 15)]"
33,Partido,1,"[('Política', 67), ('Agrupaciones', 56), ('Militancia', 51), ('Sociedad', 18), ('Congreso', 6), ('Presidente', 3), ('Diputado', 3), ('Economía', 0)]"
33,Partido,2,"[('Deporte', 85), ('Juego', 79), ('Competencia', 76), ('Ganador', 10), ('Premio', 4), ('Empate', 3), ('Triunfo', 2), ('Perdedor', 2)]"
34,Campaña,1,"[('Política', 56), ('Elecciones', 56), ('Candidato', 51), ('Presidente', 20), ('Diputados', 6), ('Agrupaciones', 6), ('Senadores', 4), ('Congreso', 2)]"
34,Campaña,2,"[('Camping', 62), ('Carpa', 49), ('Fogón', 37), ('Campo', 27), ('Fogata', 18), ('Campiña', 14), ('Llanura', 2), ('Pastizal', 1)]"
35,Estado,1,"[('Gobierno', 58), ('Nación', 46), ('País', 40), ('Política', 35), ('Sociedad', 27), ('Congreso', 7), ('Senadores', 2), ('Economía', 1)]"
35,Estado,2,"[('Emoción', 59), ('Mental', 56), ('Locura', 27), ('Cansancio', 21), ('Éxtasis', 17), ('Feliz', 16), ('Tristeza', 14), ('Calma', 12)]"
36,Pastor,1,"[('Religión', 50), ('Religioso', 46), ('Iglesia', 42), ('Sacerdote', 29), ('Evangelico', 19), ('Jesucristo', 14), ('Misa', 9), ('Eucaristía', 1)]"
36,Pastor,2,"[('Campo', 63), ('Ganado', 56), ('Ovejas', 50), ('Trabajador', 43), ('Agricultura', 17), ('Vacas', 9), ('Monte', 8), ('Fábula', 3)]"
37,Oración,1,"[('Religión', 44), ('Rezo', 43), ('Fe', 32), ('Plegaria', 31), ('Evangelio', 23), ('Misa', 16), ('Iglesia', 16), ('Rosario', 2)]"
37,Oración,2,"[('Texto', 68), ('Palabras', 57), ('Gramática', 53), ('Lingüística', 27), ('Párrafo', 26), ('Lectura', 17), ('Leer', 12), ('Libro', 4)]"
38,Función,1,"[('Teatro', 75), ('Obra', 75), ('Actores', 45), ('Drama', 22), ('Personajes', 10), ('Dramaturgo', 5), ('Escritor', 2), ('Vestuarios', 0)]"
38,Función,2,"[('Matemática', 59), ('Ecuación', 50), ('Cálculo', 49), ('Fórmula', 47), ('Número', 12), ('Escuela', 9), ('Ciencia', 7), ('Despeje', 4)]"
39,Obra,1,"[('Teatro', 61), ('Actores', 42), ('Personajes', 20), ('Musical', 19), ('Drama', 19), ('Comedia', 12), ('Escritor', 11), ('Dramaturgo', 8)]"
39,Obra,2,"[('Obrero', 52), ('Edificio', 51), ('Arquitecto', 47), ('Albañil', 44), ('Albañilería', 32), ('Cemento', 24), ('Casa', 20), ('Pintura', 6)]"
40,Plataforma,1,"[('Web', 56), ('Digital', 50), ('Internet', 43), ('Herramienta', 28), ('Tecnología', 25), ('Computadora', 22), ('Streaming', 9), ('Videos', 4)]"
40,Plataforma,2,"[('Política', 67), ('Agrupaciones', 47), ('Sociedad', 31), ('Congreso', 24), ('Presidente', 22), ('Senadores', 11), ('Economía', 11), ('Diputados', 9)]"
41,Viral,1,"[('Social', 40), ('Famoso', 36), ('Alcance', 36), ('Medios', 30), ('Conocido', 21), ('Instagram', 17), ('Facebook', 8), ('Noticias', 7)]"
41,Viral,2,"[('Virus', 82), ('Enfermedad', 61), ('Infección', 53), ('Respiratorio', 19), ('Médico', 16), ('Bacteria', 12), ('Hospital', 10), ('Daño', 8)]"
42,Red,1,"[('Internet', 79), ('Servidores', 73), ('Web', 49), ('Conectar', 34), ('Social', 25), ('Vínculo', 8), ('Instagram', 4), ('Facebook', 4)]"
42,Red,2,"[('Pesca', 63), ('Atrapar', 43), ('Captura', 40), ('Pescado', 35), ('Pez', 25), ('Trampa', 22), ('Hilos', 17), ('Araña', 1)]"
43,Aplicación,1,"[('Celular', 60), ('Plataforma', 51), ('Internet', 37), ('Programa', 34), ('Herramienta', 19), ('Android', 17), ('Conexión', 12), ('iPhone', 10)]"
43,Aplicación,2,"[('Medicamento', 46), ('Medicina', 37), ('Curación', 31), ('Inyección', 27), ('Crema', 25), ('Ungüento', 20), ('Pomada', 18), ('Farmacia', 15)]"
44,Expreso,1,"[('Tren', 59), ('Transporte', 54), ('Rápido', 41), ('Vehículo', 25), ('Locomotora', 24), ('Vagón', 15), ('Tiempo', 11), ('Maquinista', 5)]"
44,Expreso,2,"[('Café', 78), ('Cafeína', 53), ('Bebida', 52), ('Granos', 22), ('Cappuccino', 18), ('Energizante', 10), ('Descafeinado', 7), ('Molino', 6)]"
45,Móvil,1,"[('Vehículo', 46), ('Auto', 46), ('Automóvil', 43), ('Coche', 31), ('Transporte', 13), ('Carro', 11), ('Movilizar', 4), ('Moto', 1)]"
45,Móvil,2,"[('Celular', 83), ('Teléfono', 73), ('Telecomunicaciones', 34), ('iPhone', 27), ('Audio', 19), ('Android', 11), ('Samsung', 8), ('Internet', 6)]"
46,Metro,1,"[('Transporte', 54), ('Subte', 54), ('Subterraneo', 51), ('Tren', 34), ('Vagón', 20), ('Vehículo', 7), ('Locomotora', 3), ('Maquinista', 2)]"
46,Metro,2,"[('Medición', 69), ('Medida', 65), ('Herramienta', 54), ('Tamaño', 38), ('Modista', 11), ('Carpintero', 11), ('Carpintería', 10), ('Ropa', 3)]"
47,Estación,1,"[('Tren', 43), ('Transporte', 43), ('Parada', 37), ('Subte', 29), ('Vehículo', 9), ('Vagón', 9), ('Subterraneo', 9), ('Maquinista', 1)]"
47,Estación,2,"[('Primavera', 56), ('Verano', 44), ('Época', 43), ('Calendario', 38), ('Otoño', 28), ('Invierno', 25), ('Planeta', 18), ('Soleado', 9)]"
