wordID,target,meaningID,answers
17,Cólera,1,"[('Enfermedad', 52), ('Infección', 30), ('Bacteria', 29), ('Medicina', 23), ('Virus', 22), ('Diarrea', 22), ('Fallo', 6), ('Heces', 5)]"
17,Cólera,2,"[('Enojo', 41), ('Ira', 39), ('Furia', 38), ('Rabia', 35), ('Enfado', 23), ('Frustración', 16), ('Emoción', 13), ('Ataque', 2)]"
18,Buzo,1,"[('Abrigo', 49), ('Prenda', 37), ('Ropa', 36), ('Canguro', 16), ('Capucha', 12), ('Sweater', 11), ('Campera', 7), ('Cardigan', 6)]"
18,Buzo,2,"[('Buceo', 66), ('Profundidad', 51), ('Agua', 29), ('Mar', 22), ('Oxígeno', 19), ('Submarino', 17), ('Marino', 7), ('Barco', 2)]"
19,Sostén,1,"[('Sujetador', 46), ('Lencería', 45), ('Pecho', 31), ('Prenda', 30), ('Intimo', 25), ('Ropa', 20), ('Broche', 1), ('Calzon', 0)]"
19,Sostén,2,"[('Apoyo', 57), ('Ayuda', 48), ('Familia', 41), ('Psicólogo', 15), ('Emociónes', 14), ('Bienestar', 13), ('Felicidad', 3), ('Tristeza', 1)]"
20,Taco,1,"[('Calzado', 67), ('Tacón', 57), ('Pie', 36), ('Bota', 24), ('Altura', 14), ('Prenda', 8), ('Ropa', 5), ('Dolor', 2)]"
20,Taco,2,"[('Comida', 59), ('México', 58), ('Burrito', 39), ('Guacamole', 25), ('Picante', 20), ('Carne', 19), ('Pollo', 9), ('Verdura', 2)]"
21,Pluma,1,"[('Tinta', 44), ('Lapicera', 42), ('Bolígrafo', 36), ('Escritura', 35), ('Caligrafía', 21), ('Firma', 6), ('Palabras', 1), ('Documentos', 1)]"
21,Pluma,2,"[('Pájaro', 57), ('Ave', 53), ('Paloma', 40), ('Pelaje', 25), ('Ligero', 9), ('Piel', 6), ('Calor', 3), ('Blanco', 2)]"
22,Hoja,1,"[('Escritura', 54), ('Blanco', 39), ('Documento', 31), ('Palabras', 25), ('Bolígrafo', 16), ('Tinta', 2), ('Firma', 2), ('Caligrafía', 2)]"
22,Hoja,2,"[('Planta', 63), ('Árbol', 59), ('Otoño', 40), ('Verde', 29), ('Flores', 17), ('Fotosíntesis', 7), ('Clorofila', 6), ('Verdura', 1)]"
23,Regla,1,"[('Recta', 50), ('Medición', 41), ('Herramienta', 35), ('Medida', 31), ('Trazo', 28), ('Centímetro', 24), ('Escuadra', 23), ('Dibujo', 14)]"
23,Regla,2,"[('Norma', 69), ('Ley', 48), ('Convivencia', 32), ('Deber', 27), ('Contrato', 22), ('Obligación', 21), ('Estricto', 5), ('Pasos', 1)]"
24,Goma,1,"[('Borrado', 58), ('Lápiz', 48), ('Papel', 29), ('Escritura', 20), ('Dibujo', 16), ('Limpio', 10), ('Blanco', 9), ('Tinta', 2)]"
24,Goma,2,"[('Llanta', 67), ('Caucho', 55), ('Auto', 34), ('Coche', 24), ('Vehículo', 18), ('Taller', 14), ('Mecánico', 14), ('Camión', 2)]"
25,Raíz,1,"[('Matemática', 39), ('Cálculo', 29), ('Potencia', 18), ('Cuenta', 16), ('Números', 13), ('División', 10), ('Ecuación', 8), ('Multiplicación', 5)]"
25,Raíz,2,"[('Plantas', 60), ('Árboles', 51), ('Naturaleza', 37), ('Tallo', 34), ('Vegetales', 12), ('Clorofila', 10), ('Verduras', 3), ('Frutas', 3)]"
26,Cuarto,1,"[('Fracción', 50), ('Porción', 47), ('Parte', 47), ('Cuatro', 11), ('Medida', 9), ('Número', 3), ('Cálculo', 1), ('Denominador', 0)]"
26,Cuarto,2,"[('Habitación', 65), ('Dormitorio', 60), ('Pieza', 49), ('Espacio', 15), ('Cama', 11), ('Casa', 5), ('Alojamiento', 5), ('Lugar', 3)]"
27,Medio,1,"[('Porción', 73), ('Parte', 67), ('Fracción', 65), ('Medida', 24), ('Cálculo', 4), ('Número', 3), ('Cuatro', 1), ('Denominador', 0)]"
27,Medio,2,"[('Posición', 57), ('Centro', 49), ('Lugar', 44), ('Simétrico', 16), ('Adelante', 11), ('Atrás', 2), ('Izquierda', 1), ('Derecha', 0)]"
28,Cuenta,1,"[('Cálculo', 55), ('Matemática', 48), ('Resultado', 27), ('Número', 21), ('Ecuación', 18), ('Suma', 15), ('Resta', 10), ('Escuela', 7)]"
28,Cuenta,2,"[('Bancario', 58), ('Dinero', 56), ('Sueldo', 46), ('Ahorro', 21), ('Balance', 11), ('Valor', 6), ('Crédito', 4), ('Compras', 2)]"
29,Nota,1,"[('Música', 54), ('Sonido', 41), ('Instrumento', 38), ('Fa', 24), ('Do', 24), ('Piano', 6), ('Conservatorio', 5), ('Guitarra', 3)]"
29,Nota,2,"[('Calificación', 51), ('Examen', 41), ('Calificaciones', 35), ('Sobresaliente', 17), ('Boletín', 15), ('Educación', 12), ('Escuela', 8), ('Apunte', 1)]"
30,Órgano,1,"[('Instrumento', 54), ('Piano', 42), ('Teclado', 40), ('Música', 39), ('Iglesia', 11), ('Canción', 8), ('Partitura', 7), ('Cuerdas', 3)]"
30,Órgano,2,"[('Cuerpo', 44), ('Hígado', 36), ('Corazón', 33), ('Cirujano', 32), ('Vida', 25), ('Humano', 25), ('Cerebro', 15), ('Víscera', 12)]"
31,Batería,1,"[('Baterista', 48), ('Platillos', 36), ('Música', 34), ('Tambor', 23), ('Ritmo', 18), ('Baqueta', 11), ('Rock', 9), ('Jazz', 1)]"
31,Batería,2,"[('Energía', 70), ('Cargador', 58), ('Pila', 46), ('Electricidad', 34), ('Recargable', 25), ('Celular', 22), ('Corriente', 20), ('Laptop', 1)]"
32,Izquierda,1,"[('Política', 48), ('Ideología', 47), ('Socialismo', 46), ('Comunismo', 41), ('Revolución', 13), ('Cuba', 11), ('Igualdad', 8), ('Rojo', 5)]"
32,Izquierda,2,"[('Lado', 61), ('Posición', 44), ('Ubicación', 29), ('Orientación', 24), ('Derecha', 24), ('Indicación', 14), ('Direccion', 14), ('Lugar', 12)]"
33,Partido,1,"[('Política', 57), ('Agrupaciones', 50), ('Militancia', 42), ('Sociedad', 14), ('Congreso', 6), ('Diputado', 4), ('Presidente', 3), ('Economía', 1)]"
33,Partido,2,"[('Deporte', 69), ('Juego', 64), ('Competencia', 62), ('Ganador', 11), ('Premio', 3), ('Empate', 3), ('Triunfo', 2), ('Perdedor', 2)]"
34,Campaña,1,"[('Política', 47), ('Elecciones', 46), ('Candidato', 41), ('Presidente', 14), ('Diputados', 5), ('Agrupaciones', 4), ('Senadores', 3), ('Congreso', 2)]"
34,Campaña,2,"[('Camping', 54), ('Carpa', 42), ('Fogón', 32), ('Campo', 26), ('Fogata', 18), ('Campiña', 13), ('Pastizal', 2), ('Llanura', 2)]"
35,Estado,1,"[('Gobierno', 55), ('Nación', 42), ('Política', 32), ('País', 31), ('Sociedad', 25), ('Congreso', 7), ('Senadores', 2), ('Economía', 1)]"
35,Estado,2,"[('Mental', 51), ('Emoción', 51), ('Locura', 22), ('Cansancio', 20), ('Éxtasis', 15), ('Feliz', 14), ('Tristeza', 13), ('Calma', 12)]"
36,Pastor,1,"[('Religión', 41), ('Religioso', 39), ('Iglesia', 33), ('Sacerdote', 24), ('Evangelico', 14), ('Jesucristo', 13), ('Misa', 7), ('Eucaristía', 0)]"
36,Pastor,2,"[('Campo', 52), ('Ganado', 49), ('Ovejas', 43), ('Trabajador', 37), ('Agricultura', 17), ('Vacas', 7), ('Monte', 5), ('Fábula', 3)]"
37,Oración,1,"[('Religión', 39), ('Rezo', 36), ('Fe', 29), ('Plegaria', 26), ('Evangelio', 19), ('Misa', 14), ('Iglesia', 12), ('Rosario', 2)]"
37,Oración,2,"[('Texto', 63), ('Palabras', 48), ('Gramática', 44), ('Párrafo', 23), ('Lingüística', 23), ('Lectura', 14), ('Leer', 12), ('Libro', 4)]"
38,Función,1,"[('Obra', 57), ('Teatro', 56), ('Actores', 36), ('Drama', 19), ('Personajes', 6), ('Dramaturgo', 5), ('Escritor', 1), ('Vestuarios', 0)]"
38,Función,2,"[('Matemática', 57), ('Ecuación', 47), ('Cálculo', 45), ('Fórmula', 43), ('Número', 10), ('Escuela', 8), ('Ciencia', 8), ('Despeje', 4)]"
39,Obra,1,"[('Teatro', 51), ('Actores', 32), ('Drama', 19), ('Musical', 16), ('Personajes', 15), ('Comedia', 9), ('Escritor', 7), ('Dramaturgo', 7)]"
39,Obra,2,"[('Obrero', 44), ('Edificio', 42), ('Albañil', 42), ('Arquitecto', 38), ('Albañilería', 30), ('Cemento', 19), ('Casa', 15), ('Pintura', 4)]"
40,Plataforma,1,"[('Web', 47), ('Digital', 41), ('Internet', 37), ('Herramienta', 23), ('Tecnología', 22), ('Computadora', 17), ('Streaming', 6), ('Videos', 2)]"
40,Plataforma,2,"[('Política', 55), ('Agrupaciones', 39), ('Congreso', 24), ('Sociedad', 22), ('Presidente', 19), ('Senadores', 12), ('Diputados', 11), ('Economía', 10)]"
41,Viral,1,"[('Social', 37), ('Alcance', 31), ('Famoso', 30), ('Medios', 29), ('Conocido', 16), ('Instagram', 15), ('Noticias', 7), ('Facebook', 6)]"
41,Viral,2,"[('Virus', 67), ('Enfermedad', 49), ('Infección', 43), ('Respiratorio', 16), ('Médico', 14), ('Bacteria', 10), ('Hospital', 7), ('Daño', 7)]"
42,Red,1,"[('Internet', 65), ('Servidores', 62), ('Web', 41), ('Conectar', 32), ('Social', 19), ('Vínculo', 8), ('Instagram', 4), ('Facebook', 3)]"
42,Red,2,"[('Pesca', 55), ('Atrapar', 41), ('Captura', 36), ('Pescado', 30), ('Pez', 24), ('Trampa', 21), ('Hilos', 14), ('Araña', 1)]"
43,Aplicación,1,"[('Celular', 49), ('Plataforma', 45), ('Internet', 31), ('Programa', 27), ('Herramienta', 16), ('Android', 15), ('Conexión', 12), ('iPhone', 9)]"
43,Aplicación,2,"[('Medicamento', 39), ('Medicina', 33), ('Curación', 28), ('Inyección', 27), ('Crema', 22), ('Ungüento', 17), ('Pomada', 16), ('Farmacia', 13)]"
44,Expreso,1,"[('Tren', 49), ('Transporte', 47), ('Rápido', 31), ('Vehículo', 22), ('Locomotora', 21), ('Vagón', 12), ('Tiempo', 8), ('Maquinista', 5)]"
44,Expreso,2,"[('Café', 69), ('Bebida', 47), ('Cafeína', 45), ('Granos', 19), ('Cappuccino', 16), ('Energizante', 12), ('Descafeinado', 7), ('Molino', 4)]"
45,Móvil,1,"[('Auto', 43), ('Vehículo', 42), ('Automóvil', 39), ('Coche', 28), ('Transporte', 12), ('Carro', 11), ('Movilizar', 4), ('Moto', 1)]"
45,Móvil,2,"[('Celular', 66), ('Teléfono', 59), ('Telecomunicaciones', 30), ('iPhone', 18), ('Audio', 12), ('Android', 9), ('Samsung', 5), ('Internet', 5)]"
46,Metro,1,"[('Transporte', 47), ('Subte', 47), ('Subterraneo', 46), ('Tren', 26), ('Vagón', 18), ('Vehículo', 6), ('Locomotora', 3), ('Maquinista', 2)]"
46,Metro,2,"[('Medición', 60), ('Medida', 56), ('Herramienta', 47), ('Tamaño', 33), ('Carpintero', 9), ('Carpintería', 8), ('Modista', 7), ('Ropa', 2)]"
47,Estación,1,"[('Tren', 38), ('Transporte', 38), ('Parada', 32), ('Subte', 27), ('Vagón', 9), ('Subterraneo', 9), ('Vehículo', 7), ('Maquinista', 2)]"
47,Estación,2,"[('Primavera', 42), ('Verano', 37), ('Época', 35), ('Calendario', 31), ('Otoño', 23), ('Invierno', 21), ('Planeta', 15), ('Soleado', 6)]"
