wordID,target,meaningID,answers
9,Lima,2,"[('Herramienta', 85), ('Limar', 74), ('Lija', 49), ('Metal', 43), ('Taller', 23), ('Técnico', 4), ('Corte', 3), ('Mecanico', 1)]"
10,Mango,1,"[('Fruta', 81), ('Tropical', 71), ('Jugoso', 37), ('Pulpa', 28), ('Caribe', 21), ('Árbol', 5), ('Semillas', 3), ('Cáscara', 3)]"
10,Mango,2,"[('Manija', 64), ('Sartén', 51), ('Herramientas', 45), ('Madera', 39), ('Martillo', 29), ('Hacha', 18), ('Taller', 9), ('Lima', 0)]"
11,Copa,1,"[('Trofeo', 52), ('Premio', 40), ('Campeón', 35), ('Triunfo', 31), ('Ganador', 23), ('Campeonato', 15), ('Torneo', 12), ('Oro', 8)]"
11,Copa,2,"[('Vaso', 64), ('Bebida', 63), ('Cristal', 59), ('Vino', 31), ('Fiesta', 21), ('Champagne', 11), ('Borracho', 2), ('Alcohólico', 1)]"
12,Arco,1,"[('Arquero', 50), ('Fútbol', 38), ('Portería', 35), ('Gol', 34), ('Deporte', 28), ('Red', 15), ('Meta', 9), ('Hockey', 4)]"
12,Arco,2,"[('Abertura', 58), ('Construcción', 54), ('Arquitectura', 52), ('Curva', 37), ('Triunfo', 28), ('Puerta', 20), ('Abierto', 18), ('Pared', 9)]"
13,Penal,1,"[('Fútbol', 85), ('Gol', 77), ('Deporte', 70), ('Punto', 21), ('Corner', 10), ('Barrera', 7), ('Hockey', 0), ('Handbol', 0)]"
13,Penal,2,"[('Cárcel', 61), ('Prisión', 55), ('Condena', 45), ('Delito', 26), ('Juicio', 20), ('Abogados', 19), ('Criminal', 17), ('Crimen', 15)]"
14,Pico,1,"[('Cima', 61), ('Montaña', 60), ('Cumbre', 56), ('Altura', 47), ('Monte', 7), ('Rocas', 3), ('Piedras', 3), ('Naturaleza', 3)]"
14,Pico,2,"[('Herramientas', 79), ('Picar', 76), ('Golpear', 59), ('Martillo', 28), ('Hacha', 8), ('Pinza', 5), ('Taller', 4), ('Lima', 2)]"
15,Cabo,1,"[('Costa', 49), ('Mar', 38), ('Playa', 29), ('Bahía', 22), ('Península', 19), ('Golfo', 16), ('Faro', 8), ('Acantilado', 5)]"
15,Cabo,2,"[('Militar', 91), ('Soldado', 69), ('Tropa', 55), ('Infantería', 37), ('Sargento', 17), ('Coronel', 14), ('Teniente', 10), ('Comandante', 10)]"
16,Sierra,1,"[('Montaña', 55), ('Monte', 46), ('Naturaleza', 45), ('Cumbre', 40), ('Rocas', 28), ('Cordillera', 21), ('Cima', 11), ('Nevada', 3)]"
16,Sierra,2,"[('Herramienta', 80), ('Serrucho', 75), ('Taller', 37), ('Metal', 30), ('Madera', 23), ('Lija', 3), ('Mecanico', 2), ('Latón', 2)]"
17,Cólera,1,"[('Enfermedad', 73), ('Infección', 41), ('Bacteria', 40), ('Virus', 32), ('Medicina', 32), ('Diarrea', 31), ('Heces', 9), ('Fallo', 6)]"
17,Cólera,2,"[('Enojo', 54), ('Ira', 50), ('Rabia', 45), ('Furia', 45), ('Enfado', 33), ('Frustración', 18), ('Emoción', 16), ('Ataque', 3)]"
18,Buzo,1,"[('Abrigo', 70), ('Prenda', 52), ('Ropa', 50), ('Canguro', 25), ('Sweater', 16), ('Capucha', 13), ('Campera', 11), ('Cardigan', 9)]"
18,Buzo,2,"[('Buceo', 66), ('Profundidad', 50), ('Agua', 33), ('Mar', 23), ('Oxígeno', 21), ('Submarino', 17), ('Marino', 7), ('Barco', 2)]"
19,Sostén,1,"[('Lencería', 63), ('Sujetador', 60), ('Pecho', 39), ('Prenda', 36), ('Intimo', 35), ('Ropa', 28), ('Calzon', 0), ('Broche', 0)]"
19,Sostén,2,"[('Apoyo', 68), ('Ayuda', 64), ('Familia', 44), ('Emociónes', 18), ('Bienestar', 16), ('Psicólogo', 14), ('Felicidad', 4), ('Tristeza', 0)]"
20,Taco,1,"[('Calzado', 74), ('Tacón', 61), ('Pie', 38), ('Bota', 31), ('Altura', 13), ('Prenda', 9), ('Ropa', 4), ('Dolor', 4)]"
20,Taco,2,"[('México', 85), ('Comida', 77), ('Burrito', 48), ('Guacamole', 32), ('Picante', 27), ('Carne', 20), ('Pollo', 9), ('Verdura', 2)]"
21,Pluma,1,"[('Tinta', 54), ('Lapicera', 54), ('Escritura', 49), ('Bolígrafo', 48), ('Caligrafía', 24), ('Firma', 10), ('Palabras', 4), ('Documentos', 0)]"
21,Pluma,2,"[('Pájaro', 71), ('Ave', 67), ('Paloma', 50), ('Pelaje', 27), ('Ligero', 10), ('Piel', 5), ('Blanco', 3), ('Calor', 1)]"
22,Hoja,1,"[('Escritura', 63), ('Blanco', 47), ('Documento', 39), ('Palabras', 30), ('Bolígrafo', 20), ('Tinta', 3), ('Caligrafía', 3), ('Firma', 2)]"
22,Hoja,2,"[('Planta', 81), ('Árbol', 77), ('Otoño', 54), ('Verde', 31), ('Flores', 20), ('Fotosíntesis', 12), ('Clorofila', 8), ('Verdura', 2)]"
23,Regla,1,"[('Recta', 59), ('Medición', 41), ('Herramienta', 39), ('Trazo', 31), ('Medida', 31), ('Centímetro', 31), ('Escuadra', 26), ('Dibujo', 18)]"
23,Regla,2,"[('Norma', 82), ('Ley', 59), ('Convivencia', 37), ('Deber', 32), ('Contrato', 26), ('Obligación', 21), ('Estricto', 6), ('Pasos', 1)]"
24,Goma,1,"[('Borrado', 72), ('Lápiz', 60), ('Papel', 41), ('Escritura', 29), ('Dibujo', 18), ('Limpio', 14), ('Blanco', 10), ('Tinta', 5)]"
24,Goma,2,"[('Llanta', 84), ('Caucho', 66), ('Auto', 46), ('Coche', 29), ('Vehículo', 23), ('Taller', 17), ('Mecánico', 16), ('Camión', 1)]"
25,Raíz,1,"[('Matemática', 51), ('Cálculo', 41), ('Potencia', 21), ('Cuenta', 19), ('Números', 18), ('División', 12), ('Ecuación', 8), ('Multiplicación', 7)]"
25,Raíz,2,"[('Plantas', 69), ('Árboles', 64), ('Naturaleza', 47), ('Tallo', 39), ('Vegetales', 18), ('Clorofila', 10), ('Verduras', 6), ('Frutas', 2)]"
26,Cuarto,1,"[('Fracción', 61), ('Porción', 59), ('Parte', 58), ('Cuatro', 14), ('Medida', 9), ('Número', 2), ('Cálculo', 1), ('Denominador', 0)]"
26,Cuarto,2,"[('Habitación', 76), ('Dormitorio', 76), ('Pieza', 61), ('Espacio', 17), ('Cama', 12), ('Casa', 5), ('Lugar', 4), ('Alojamiento', 4)]"
27,Medio,1,"[('Porción', 80), ('Parte', 74), ('Fracción', 71), ('Medida', 32), ('Cálculo', 5), ('Número', 1), ('Cuatro', 1), ('Denominador', 0)]"
27,Medio,2,"[('Posición', 74), ('Centro', 65), ('Lugar', 59), ('Simétrico', 17), ('Adelante', 15), ('Atrás', 1), ('Izquierda', 0), ('Derecha', 0)]"
28,Cuenta,1,"[('Cálculo', 70), ('Matemática', 57), ('Resultado', 32), ('Ecuación', 26), ('Número', 23), ('Suma', 19), ('Resta', 12), ('Escuela', 7)]"
28,Cuenta,2,"[('Bancario', 72), ('Dinero', 71), ('Sueldo', 64), ('Ahorro', 24), ('Balance', 12), ('Crédito', 6), ('Valor', 5), ('Compras', 1)]"
29,Nota,1,"[('Música', 69), ('Sonido', 51), ('Instrumento', 45), ('Fa', 28), ('Do', 25), ('Conservatorio', 10), ('Piano', 7), ('Guitarra', 5)]"
29,Nota,2,"[('Calificación', 70), ('Examen', 61), ('Calificaciones', 45), ('Boletín', 23), ('Sobresaliente', 22), ('Educación', 18), ('Escuela', 10), ('Apunte', 0)]"
30,Órgano,1,"[('Instrumento', 66), ('Piano', 52), ('Teclado', 50), ('Música', 48), ('Iglesia', 13), ('Partitura', 8), ('Canción', 8), ('Cuerdas', 4)]"
30,Órgano,2,"[('Cuerpo', 56), ('Cirujano', 42), ('Corazón', 39), ('Hígado', 36), ('Vida', 33), ('Humano', 33), ('Cerebro', 18), ('Víscera', 16)]"
31,Batería,1,"[('Baterista', 59), ('Platillos', 47), ('Música', 34), ('Tambor', 29), ('Ritmo', 21), ('Baqueta', 13), ('Rock', 10), ('Jazz', 3)]"
31,Batería,2,"[('Energía', 85), ('Cargador', 66), ('Pila', 57), ('Electricidad', 39), ('Recargable', 32), ('Celular', 27), ('Corriente', 20), ('Laptop', 1)]"
32,Izquierda,1,"[('Ideología', 61), ('Socialismo', 55), ('Política', 55), ('Comunismo', 51), ('Revolución', 14), ('Cuba', 12), ('Igualdad', 8), ('Rojo', 5)]"
32,Izquierda,2,"[('Lado', 69), ('Posición', 50), ('Ubicación', 31), ('Derecha', 27), ('Orientación', 22), ('Indicación', 16), ('Direccion', 16), ('Lugar', 15)]"
33,Partido,1,"[('Política', 71), ('Agrupaciones', 59), ('Militancia', 54), ('Sociedad', 20), ('Congreso', 6), ('Presidente', 3), ('Diputado', 3), ('Economía', 0)]"
33,Partido,2,"[('Deporte', 92), ('Juego', 84), ('Competencia', 83), ('Ganador', 10), ('Premio', 6), ('Triunfo', 5), ('Empate', 3), ('Perdedor', 2)]"
34,Campaña,1,"[('Política', 65), ('Elecciones', 64), ('Candidato', 59), ('Presidente', 23), ('Diputados', 7), ('Senadores', 6), ('Agrupaciones', 6), ('Congreso', 4)]"
34,Campaña,2,"[('Camping', 63), ('Carpa', 49), ('Fogón', 38), ('Campo', 25), ('Fogata', 21), ('Campiña', 13), ('Pastizal', 2), ('Llanura', 2)]"
35,Estado,1,"[('Gobierno', 63), ('Nación', 53), ('País', 43), ('Política', 39), ('Sociedad', 27), ('Congreso', 7), ('Senadores', 2), ('Economía', 0)]"
35,Estado,2,"[('Emoción', 65), ('Mental', 62), ('Locura', 32), ('Cansancio', 23), ('Feliz', 18), ('Éxtasis', 17), ('Tristeza', 14), ('Calma', 12)]"
36,Pastor,1,"[('Religión', 52), ('Religioso', 47), ('Iglesia', 42), ('Sacerdote', 29), ('Evangelico', 20), ('Jesucristo', 13), ('Misa', 9), ('Eucaristía', 1)]"
36,Pastor,2,"[('Campo', 69), ('Ganado', 58), ('Ovejas', 52), ('Trabajador', 43), ('Agricultura', 20), ('Vacas', 11), ('Monte', 9), ('Fábula', 2)]"
37,Oración,1,"[('Religión', 48), ('Rezo', 47), ('Fe', 34), ('Plegaria', 31), ('Evangelio', 23), ('Misa', 20), ('Iglesia', 17), ('Rosario', 2)]"
37,Oración,2,"[('Texto', 64), ('Palabras', 51), ('Gramática', 45), ('Lingüística', 29), ('Párrafo', 25), ('Lectura', 17), ('Leer', 10), ('Libro', 5)]"
38,Función,1,"[('Teatro', 78), ('Obra', 77), ('Actores', 46), ('Drama', 25), ('Personajes', 10), ('Dramaturgo', 5), ('Escritor', 2), ('Vestuarios', 0)]"
38,Función,2,"[('Matemática', 65), ('Ecuación', 55), ('Cálculo', 54), ('Fórmula', 52), ('Número', 11), ('Escuela', 10), ('Ciencia', 7), ('Despeje', 4)]"
39,Obra,1,"[('Teatro', 63), ('Actores', 44), ('Personajes', 21), ('Musical', 19), ('Drama', 19), ('Escritor', 14), ('Comedia', 12), ('Dramaturgo', 9)]"
39,Obra,2,"[('Edificio', 58), ('Obrero', 50), ('Arquitecto', 49), ('Albañil', 49), ('Albañilería', 29), ('Cemento', 25), ('Casa', 23), ('Pintura', 5)]"
40,Plataforma,1,"[('Web', 58), ('Digital', 48), ('Internet', 46), ('Herramienta', 29), ('Tecnología', 23), ('Computadora', 21), ('Streaming', 9), ('Videos', 3)]"
40,Plataforma,2,"[('Política', 77), ('Agrupaciones', 54), ('Sociedad', 35), ('Congreso', 29), ('Presidente', 24), ('Economía', 12), ('Diputados', 11), ('Senadores', 10)]"
41,Viral,1,"[('Social', 44), ('Famoso', 38), ('Alcance', 38), ('Medios', 33), ('Conocido', 22), ('Instagram', 18), ('Noticias', 9), ('Facebook', 8)]"
41,Viral,2,"[('Virus', 85), ('Enfermedad', 63), ('Infección', 54), ('Respiratorio', 20), ('Médico', 17), ('Hospital', 11), ('Bacteria', 11), ('Daño', 9)]"
42,Red,1,"[('Internet', 82), ('Servidores', 75), ('Web', 51), ('Conectar', 35), ('Social', 26), ('Vínculo', 8), ('Instagram', 4), ('Facebook', 4)]"
42,Red,2,"[('Pesca', 63), ('Atrapar', 46), ('Captura', 41), ('Pescado', 34), ('Pez', 24), ('Trampa', 22), ('Hilos', 17), ('Araña', 2)]"
43,Aplicación,1,"[('Celular', 65), ('Plataforma', 56), ('Internet', 39), ('Programa', 36), ('Android', 22), ('Herramienta', 20), ('iPhone', 16), ('Conexión', 13)]"
43,Aplicación,2,"[('Medicamento', 52), ('Medicina', 40), ('Curación', 35), ('Inyección', 31), ('Crema', 26), ('Ungüento', 22), ('Pomada', 21), ('Farmacia', 16)]"
44,Expreso,1,"[('Tren', 68), ('Transporte', 61), ('Rápido', 43), ('Vehículo', 29), ('Locomotora', 29), ('Vagón', 16), ('Tiempo', 13), ('Maquinista', 5)]"
44,Expreso,2,"[('Café', 84), ('Cafeína', 59), ('Bebida', 54), ('Granos', 22), ('Cappuccino', 18), ('Energizante', 13), ('Molino', 7), ('Descafeinado', 7)]"
45,Móvil,1,"[('Vehículo', 52), ('Auto', 52), ('Automóvil', 47), ('Coche', 37), ('Transporte', 14), ('Carro', 11), ('Movilizar', 5), ('Moto', 1)]"
45,Móvil,2,"[('Celular', 83), ('Teléfono', 72), ('Telecomunicaciones', 34), ('iPhone', 25), ('Audio', 20), ('Android', 13), ('Samsung', 8), ('Internet', 6)]"
46,Metro,1,"[('Subte', 61), ('Transporte', 60), ('Subterraneo', 56), ('Tren', 37), ('Vagón', 20), ('Vehículo', 7), ('Locomotora', 3), ('Maquinista', 2)]"
46,Metro,2,"[('Medición', 69), ('Medida', 64), ('Herramienta', 55), ('Tamaño', 38), ('Modista', 10), ('Carpintería', 9), ('Carpintero', 9), ('Ropa', 4)]"
47,Estación,1,"[('Transporte', 48), ('Tren', 44), ('Parada', 41), ('Subte', 30), ('Vehículo', 11), ('Subterraneo', 11), ('Vagón', 9), ('Maquinista', 1)]"
47,Estación,2,"[('Primavera', 60), ('Verano', 47), ('Época', 45), ('Calendario', 43), ('Otoño', 31), ('Invierno', 26), ('Planeta', 20), ('Soleado', 7)]"
